,,,,,,,,,,,,,
,BUTTWELD FITTINGS  —  20 PRODUCTS,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1.  SS 304L / 316L 90° & 45° Buttweld Pipe Elbows,,,,,,,,,,,,
,Product ID,bw-ss-elbow,,,,,,,,,,,
,Sub-Category,Stainless Steel Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASME B16.9  |  Seamless & Welded  |  Sch 10S to Sch 160,,,,,,,,,,,
,Image File,/images/products/bw-ss-elbow.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹320 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (SS 304/304L/304H Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/stainless-steel-304-304l-304h-buttweld-fittings-manufacturer-exporter.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=bw-ss-elbow,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  304/304L/304H Stainless Steel ASTM A403 Buttweld Fittings Equivalent Grades,,,,,,,,,,,,
,STANDARD,UNS,WNR.,AFNOR,EN,JIS,BS,GOST,,,,,
,Incoloy 800,1.4876,N08800,NCF 800,NA 15,ЭИ670,Z8NC32-21,X10NiCrAlTi32-20,XH32T,,,,
,Incoloy 800HT,1.4859 / 1.4876,N08811,NCF 800HT,NA 15(HT),ЭИ670,-,X8NiCrAlTi32-21,XH32T,,,,
,Incoloy 825,2.4858,N08825,NCF 825,NA 16,ЭП703,NFE30C20DUM,NiCr21Mo,XH38BT,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  Chemical Composition of Incoloy Alloy Seamless and Welded Pipe Fittings,,,,,,,,,,,,
,Incoloy,800,800H,825,,,,,,,,,
,Ni,30-35,30-35,38.0 to 46.0,,,,,,,,,
,Fe,39.5 min,39.5 min,22.0 min,,,,,,,,,
,Cr,19-23,19-23,19.5 - 23.5,,,,,,,,,
,Cu,0.75 max,0.75 max,1.5 - 3.0,,,,,,,,,
,Ti,0.15-0.60,0.15-0.60,0.6 - 1.2,,,,,,,,,
,Al,0.15-0.60,0.15-0.60,0.2 max,,,,,,,,,
,C,0.1 max,0.05-0.1,0.05 max,,,,,,,,,
,Mn,1.5 max,1.5 max,1.0 max,,,,,,,,,
,S,0.015 max,0.015 max,0.015 max,,,,,,,,,
,Si,1.0 max,1.0 max,0.5 max,,,,,,,,,
,Mb,-,-,2.5 - 3.5,,,,,,,,,
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  Mechanical Properties Of ASME SB366 Incoloy Buttweld Pipe Fittings,,,,,,,,,,,,
,Inconel 800/800HT,,,,,,,,,,,,
,Tensile Strength,"Psi to 75,000 , MPa to 520",,,,,,,,,,,
,Yield Strength (0.2%Offset),"Psi to 30,000 , MPa to 205",,,,,,,,,,,
,Elongation,30 %,,,,,,,,,,,
,Inconel 825,,,,,,,,,,,,
,Tensile Strength,"Psi to 80,000 , MPa to 550",,,,,,,,,,,
,Yield Strength (0.2%Offset),"Psi to 32,000 , MPa to 220",,,,,,,,,,,
,Elongation,30 %,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 4 — PHYSICAL PROPERTIES:  Physical Properties of Incoloy 800/800HT/825 Pipe Fittings,,,,,,,,,,,,
,Density lbₘ/in³,Thermal Conductivity (BTU/h ft. °F),Electrical Resistivity (in x 10⁻⁶),Modulus of Elasticity (psi x 10⁶,Coefficient of Thermal Expansion (in/in)/ °F x 10⁻⁶,Specific Heat (BTU/lb/ °F),Melting Range (°F),,,,,,
,at 68°F: 0.285,9.4 at 212°F,28.3 at 68°F,28,9.4 at 32 to 212°F,0.1200 at 68°F to 212°F,2500 to 2590,,,,,,
,,12.4 at 932 °F,39.4 at 752°F,,10.2 at 32 to 1000°F,,,,,,,,
,,,49.6 at 1652 °F,,10.4 at 32 to 1500°F,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Incoloy Alloy Buttweld Fittings,,,,,,,,,,,,
,Specifications,ASTM B366 / ASME SB366,,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,12.  Monel 400/K500 Buttweld Fittings,,,,,,,,,,,,
,Product ID,monel-alloy-400-k500-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Monel Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM B366  |  UNS N04400  |  W.Nr. 2.4360,,,,,,,,,,,
,Image File,/images/products/monel-alloy-400-k500-buttweld-fittings.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹1650 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Monel 400/K500 Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/monel-alloy-400-k500-buttweld-fittings-manufacturer-exporter.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=monel-alloy-400-k500-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  400/K500 Monel ASTM B366 Buttweld Fittings Equivalent Grades,,,,,,,,,,,,
,STANDARD,UNS,WNR.,EN,JIS,GOST,AFNOR,BS,,,,,
,Monel 400,N04400,2.4360,NiCu30Fe,NW 4400,"МНЖМц 28-2,5-1,5",NU-30M,NA 13,,,,,
,Monel K500,N05500,2.4375,-,-,-,-,-,,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  Chemical Composition of Monel 400/K500 Seamless and Welded Pipe Fittings,,,,,,,,,,,,
,Grade,Ni,Fe,C,Mn,Si,Cu,Al,Ti,S,,,
,Monel K500,63.0 min,05 - 2,0.25 max,1.5 max,0.5 max,27.0 - 33.0,2.3 - 3.15,0.35 - 0.85,0.010 max,,,
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  Mechanical Properties Of ASME SB366 Monel Buttweld Pipe Fittings,,,,,,,,,,,,
,Grade,Tensile (ksi),.2% Yield (ksi),Elongation %,Hardness (HRb),,,,,,,,
,400,75 to 90,25 to 50,60 to 35,60 to 80,,,,,,,,
,K500,"Psi to 1,60,000 , MPa to 1100","Psi to 1,15,000 , MPa to 790",20 %,-,,,,,,,,
,,,,,,,,,,,,,
,TAB 4 — PHYSICAL PROPERTIES:  Physical Properties of Monel 400 Buttweld Fittings,,,,,,,,,,,,
,Density@ Room Temp,0.318 lb/in³,,,,,,,,,,,
,Elastic Modulus @ 70ºF (tension),26.0 x 10⁶psi,,,,,,,,,,,
,Specific Heat @ 70°F,0.102 Btu/lb/°F,,,,,,,,,,,
,Melting Point,2370°F to 2460°F,,,,,,,,,,,
,Thermal Conductivity @ 70°F,151 Btu • in/h/ft 2 /°F,,,,,,,,,,,
,Electrical Resistivity @ 70°F,0.511 μ Ω • m,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Monel Alloy Buttweld Fittings,,,,,,,,,,,,
,Specifications,ASTM B366 / ASME SB366,,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,13.  Nickel 200/201 Buttweld Fittings,,,,,,,,,,,,
,Product ID,nickel-alloy-200-201-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Nickel Alloy Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM B366  |  UNS N02200  |  W.Nr. 2.4066,,,,,,,,,,,
,Image File,/images/products/nickel-alloy-200-201-buttweld-fittings.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹1650 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Nickel 200/201 Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/nickel-alloy-200-201-buttweld-fittings-manufacturer-exporter.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=nickel-alloy-200-201-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  200/201 Nickel ASTM B366 Buttweld Fittings Equivalent Grades,,,,,,,,,,,,
,STANDARD,WERKSTOFF NR.,UNS,JIS,BS,GOST,AFNOR,EN,,,,,
,Nickel 200,2.4066,N02200,NW 2200,NA 11,НП-2,N-100M,Ni 99.2,,,,,
,Nickel 201,2.4068,N02201,NW 2201,NA 12,НП-2,-,LC-Ni 99,,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  Chemical Composition of Nickel 200/201 Seamless and Welded Pipe Fittings,,,,,,,,,,,,
,Material / Purity:,Alloy 200,Alloy 201,,,,,,,,,,
,Ni,99.00,99.00,,,,,,,,,,
,Fe,.40,0.40,,,,,,,,,,
,Mn,0.35,0.35,,,,,,,,,,
,Si,0.35,0.35,,,,,,,,,,
,C,0.15,0.02,,,,,,,,,,
,S,0.01,0.01,,,,,,,,,,
,Cu,0.25,0.25,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  Mechanical Properties Of ASME SB366 Nickel Buttweld Pipe Fittings,,,,,,,,,,,,
,Nickel Alloy 200,,,,,,,,,,,,
,Properties,Metric,Imperial,,,,,,,,,,
,Tensile strength (annealed),462 MPa,67000 psi,,,,,,,,,,
,Yield strength (annealed),148 MPa,21500 psi,,,,,,,,,,
,Elongation at break (annealed prior to test),45%,45%,,,,,,,,,,
,Nickel Alloy 201,,,,,,,,,,,,
,Properties,Metric,Imperial,,,,,,,,,,
,Tensile strength (annealed),403 MPa,58500 psi,,,,,,,,,,
,Yield strength (annealed),103 MPa,14900 psi,,,,,,,,,,
,Elongation at break (annealed prior to test),50%,50%,,,,,,,,,,
,,,,,,,,,,,,,
,"TAB 4 — PHYSICAL PROPERTIES:  Physical Properties of Nickel Alloy 200, 201 Buttweld Fittings",,,,,,,,,,,,
,Density,8.902gm/cc,,,,,,,,,,,
,Melting Point,1453 ^oC,,,,,,,,,,,
,Boiling Point,2732 ^oC,,,,,,,,,,,
,Thermal Conductivity,0.909 W/cm/K @ 298.2K,,,,,,,,,,,
,Electrical Resistivity,6.84 microhm-cm @ 20,,,,,,,,,,,
,Electronegativity,1.8 Paulings,,,,,,,,,,,
,Specific Heat,0.106 Cal/g/ K @ 25,,,,,,,,,,,
,Heat of Vaporization,91.0 K-Cal/gm atom at 2732 ^oC,,,,,,,,,,,
,Heat of Fusion,4.20 Cal/gm mole,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Nickel Alloy Buttweld Fittings,,,,,,,,,,,,
,Specifications,ASTM B366 / ASME SB366,,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,14.  Hastelloy Buttweld Fittings,,,,,,,,,,,,
,Product ID,hastelloy-alloy-c22-c276-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Hastelloy Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM B366  |  UNS N06022  |  W.Nr. 2.4602,,,,,,,,,,,
,Image File,/images/products/hastelloy-alloy-c22-c276-buttweld-fittings.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹2450 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Hastelloy C22/C276 Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/hastelloy-alloy-c22-c276-buttweld-fittings-manufacturer-exporter.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=hastelloy-alloy-c22-c276-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  C22/C276 Hastelloy ASTM B366 Buttweld Fittings Equivalent Grades,,,,,,,,,,,,
,STANDARD,UNS,WNR.,EN,JIS,GOST,OR,,,,,,
,Hastelloy C22,N06022,2.4602,NiCr21Mo14W,NW 6022,-,-,,,,,,
,Hastelloy C276,N10276,2.4819,NiMo16Cr15W,NW 0276,ХН65МВУ,ЭП760,,,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  Chemical Composition of Hastelloy C22/C276 Seamless and Welded Pipe Fittings,,,,,,,,,,,,
,Grade,Ni,C,Mo,Mn,Si,Fe,P,S,Co,Cr,W,V
,Hastelloy C22,Balance,0.010 max,12.5-14.5,0.50 max,0.08 max,2-6,0.02 max,0.02 max,2.5 max,20-22.5,2.5-3.5,0.35 max
,Hastelloy C276,Balance,0.01 max,15 to 17,1.0 max,0.08 max,4 to 7,0.04 max,0.03 max,2.5 max,14.5 to 16.5,3 to 4.5,0.35 max
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  Mechanical Properties Of ASME SB366 Hastelloy Buttweld Pipe Fittings,,,,,,,,,,,,
,Grade,Density,Melting Point,Tensile Strength,Yield Strength (0.2%Offset),Elongation,,,,,,,
,Hastelloy C22,8.69 g/cm3,1399 °C (2550 °F),"Psi to 1,00,000, MPa to 690","Psi to 45000, MPa to 310",45 %,,,,,,,
,Hastelloy C276,8.89 g/cm3,1370 °C (2500 °F),"Psi to 1,15,000 , MPa to 790","Psi to 52,000 , MPa to 355",40 %,,,,,,,
,,,,,,,,,,,,,
,TAB 4 — PHYSICAL PROPERTIES:  Physical Properties of Hastelloy C22 Buttweld Fittings,,,,,,,,,,,,
,Density,0.314 lb/in³,,,,,,,,,,,
,Specific Gravity,8.69 lb/in³,,,,,,,,,,,
,Specific Heat (Btu/lb/Deg F - [32-212 Deg F],0.1,,,,,,,,,,,
,Melting Point (Deg F),2550,,,,,,,,,,,
,Thermal Conductivity,70,,,,,,,,,,,
,Mean Coeff Thermal Expansion,6.9,,,,,,,,,,,
,Modulus of Elasticity Tension,29.9,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Hastelloy Alloy Buttweld Fittings,,,,,,,,,,,,
,Specifications,ASTM B366 / ASME SB366,,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,15.  Carbon Steel Buttweld Fittings,,,,,,,,,,,,
,Product ID,carbon-steel-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Carbon Steel Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM A234,,,,,,,,,,,
,Image File,/images/champak/carbon-steel-buttweld-fittings-suppliers-exporters.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹95 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Carbon Steel Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/carbon-steel-buttweld-fittings-suppliers-exporters.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=carbon-steel-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 4 — PHYSICAL PROPERTIES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Carbon Steel Buttweld Fittings,,,,,,,,,,,,
,Cabon Steel Buttweld Fittings Standard,"ASTM A234 Gr WPB ST37.2, ST35.8 Buttweld Fittings",,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Cabon Steel Buttweld Fittings Grade,"ASTM A860 / ASME SA860 WPBW, WPHY 42, WPHY 46, WPHY 52, WPH 60, WPHY 65 & WPHY 70 Buttweld Fittings.",,,,,,,,,,,
,Low temperature steel,A420 WPL3 Buttweld Fittings / A420 WPL6 Buttweld Fittings.,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,16.  Alloy Steel Buttweld Fittings,,,,,,,,,,,,
,Product ID,alloy-steel-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Alloy Steel Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM A234,,,,,,,,,,,
,Image File,/images/champak/alloy-steel-buttweld-fittings-suppliers-exporters.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹95 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Alloy Steel Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/alloy-steel-buttweld-fittings-suppliers-exporters.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=alloy-steel-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 2 — CHEMICAL COMPOSITION:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 3 — MECHANICAL PROPERTIES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 4 — PHYSICAL PROPERTIES:  not on the source page — section omitted on site,,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 5 — CERTIFIED APPLICATION INDUSTRIES,,,,,,,,,,,,
,1.  Petrochemical Industry,,,,,,,,,,,,
,2.  Oil and Gas Industry,,,,,,,,,,,,
,3.  Chemical Industry,,,,,,,,,,,,
,4.  Power Plant Industry,,,,,,,,,,,,
,5.  Energy Industry,,,,,,,,,,,,
,6.  Pharmaceuticals Industry,,,,,,,,,,,,
,7.  Pulp & Paper Industry,,,,,,,,,,,,
,8.  Food Processing Industry,,,,,,,,,,,,
,9.  Aerospace Industry,,,,,,,,,,,,
,10.  Refining Industry,,,,,,,,,,,,
,,,,,,,,,,,,,
,MANUFACTURING STANDARDS & SPECIFICATION:  Specification of Alloy Steel Buttweld Fittings,,,,,,,,,,,,
,Cabon Steel Buttweld Fittings Standard,"ASTM/ ASME A/SA234 WP1, WP5, WP9, WP11, WP22, WP91",,,,,,,,,,,
,Dimensions,"ASME/ANSI B16.9, ASME B16.28, MSS-SP-43, BS4504, BS4504, BS1560, BS10 ASME 16.11, MSS SP-79, 83, 95, 97, BS 3799",,,,,,,,,,,
,Size,"Seamless Butt Weld Fittings : 1/2"" - 10"" | Welded Butt Weld Fittings : 1/2"" - 48""",,,,,,,,,,,
,Schedule,"SCH10, SCH20, SCH30, STD SCH40, SCH60, XS, SCH 80, SCH 100, SCH 120, SCH 140, SCH 160, XXS available with NACE MR 01-75",,,,,,,,,,,
,Bending Radius,"R=1D, 2D, 3D, 5D, 6D, 8D, 10D or Custom",,,,,,,,,,,
,Type,Seamless / ERW / Welded / Fabricated,,,,,,,,,,,
,Thickness,"20 Swg., 18 Swg., 16 Swg., 14 Swg., 12 Swg., 10 Swg., & Sch. 10, Sch. 40, Sch. 80 etc.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,17.  Alloy 20 Buttweld Fittings,,,,,,,,,,,,
,Product ID,alloy-20-buttweld-fittings,,,,,,,,,,,
,Sub-Category,Alloy 20 Buttweld Fittings,,,,,,,,,,,
,Card Spec Chips,ASTM B366  |  UNS N08020  |  W.Nr. 2.4660,,,,,,,,,,,
,Image File,/images/products/alloy-20-buttweld-fittings.jpg,,,,,,,,,,,
,Price Shown (INR/Kg),₹280 INR / Kg,,,,,,,,,,,
,Data Source,PUBLISHED — real spec tables (Alloy 20 Buttweld Fittings),,,,,,,,,,,
,Source Reference,https://www.champaksteel.com/alloy-20-buttweld-fittings-supplier-stockist.html,,,,,,,,,,,
,Live Page,https://jyothi-metals.vercel.app/product-detail?id=alloy-20-buttweld-fittings,,,,,,,,,,,
,,,,,,,,,,,,,
,TAB 1 — EQUIVALENT GRADES:  Alloy 20 ASTM B366 Buttweld Fittings Equivalent Grades,,,,,,,,,,,,
,STANDARD,UNS,WNR.,EN,AFNOR,,,,,,,,
,Alloy 20,N08020,2.4660,NiCr20CuMo,Z2NCUD31-20AZ,,,,,,,,
,,,,,,,,,,,,,
